ID,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.879127025604248,0.8578856214880943,0.9375032484531404,0.8900969062455887,1.0,1.0,0.1794525980949401,0.984422978013754,0.0985156430873877,0.0985156430873877,0.0985156430873877,0.9727036356925964,0.9727036356925964
1,0.8258118331432343,0.7818426620215178,0.9239519834518432,0.9207898254804048,1.0,1.0,0.6702971458435059,0.9973858341109008,0.0049510007543884,0.0049510007543884,0.0049510007543884,0.9779600501060486,0.9779600501060486
2,0.9443710446357728,0.9121586978435516,0.9721616506576538,0.9272766330209556,1.0,1.0,0.1525611877441406,0.9770746044814588,0.0080417145613279,0.0080417145613279,0.0080417145613279,0.7776877284049988,0.7776877284049988
3,0.939940869808197,0.9039730355143548,0.969005972146988,0.9287495734277504,1.0,1.0,0.9592642486095428,0.9923358378000556,0.0160359581219227,0.0160359581219227,0.0160359581219227,0.9614038467407228,0.9614038467407228
4,0.8858824372291565,0.8656905516982079,0.973553478717804,0.935341003999124,1.0,1.0,0.9635593220591544,0.9856372736394404,0.0127843464918066,0.0127843464918066,0.0127843464918066,0.9034846425056458,0.9034846425056458
5,0.870348185300827,0.8515993617475033,0.9525434225797652,0.9288801827819724,1.0,1.0,0.0069777369499206,0.9873216999694704,0.0494657281310064,0.0494657281310064,0.0494657281310064,0.9713305830955504,0.9713305830955504
6,0.8632439523935318,0.8460323810577393,0.943265438079834,0.9471715234342168,0.0530806539520141,0.0745399892330169,0.0250543355941772,0.9784767609089612,0.0105693412589857,0.0169438096206648,0.0090032616507164,0.532678946852684,0.3484154641628265
7,0.9112629890441896,0.8792691975831985,0.95621757209301,0.9145506195514634,1.0,1.0,0.1887900233268737,0.9662510119378568,0.0174114086899608,0.0174114086899608,0.0174114086899608,0.866284966468811,0.866284966468811
8,0.8965941220521927,0.8897507652640343,0.9490712583065032,0.9443273110347882,0.0537335710092024,0.0599037408828735,0.0996404290199279,0.2363776564598083,0.0188516497213439,0.0379116005430182,0.0164421079065587,0.9789139330387115,0.9702211618423462
9,0.9474453330039978,0.9171819587548572,0.9770369976758956,0.9313395961342124,1.0,1.0,0.6649624109268188,0.9489455297589302,0.0164077253926725,0.0164077253926725,0.0164077253926725,0.974452555179596,0.974452555179596
10,0.8880462050437927,0.8443972282111645,0.9403500407934188,0.932281052809635,1.0,1.0,0.9339389279484748,0.9968630757648498,0.0025969804945654,0.0025969804945654,0.0025969804945654,0.9469264149665833,0.9469264149665833
11,0.8811618089675903,0.8544046233097713,0.9330247342586516,0.9188301767359116,1.0,1.0,0.7023287713527679,0.997717377031222,0.0023905769260001,0.0023905769260001,0.0023905769260001,0.9628283381462096,0.9628283381462096
12,0.9490579664707184,0.9123206933339436,0.9861245304346083,0.9404384887816996,1.0,1.0,0.7974142134189606,0.9934453782625496,0.0486658814560942,0.0486658814560942,0.0486658814560942,0.9064437747001648,0.9064437747001648
13,0.9008924961090088,0.8927917927503586,0.9659253507852554,0.9302629618809288,1.0,1.0,0.9413737058639526,0.9064430594444276,0.0241451056968909,0.0241451056968909,0.0241451056968909,0.7779665589332581,0.7779665589332581
14,0.9746588170528412,0.9474778473377228,0.9893200099468232,0.934332516654946,1.0,1.0,0.9562466964125632,0.9973505635280162,0.0113569184962315,0.0113569184962315,0.0113569184962315,0.6904309988021851,0.6904309988021851
15,0.9474219977855682,0.8876655995845795,0.965424120426178,0.9474873809257236,1.0,1.0,0.3619107604026794,0.991770480759442,0.0097730505888838,0.0097730505888838,0.0097730505888838,0.9813385009765624,0.9813385009765624
16,0.867793083190918,0.8657884374260902,0.956164300441742,0.912191315438392,1.0,1.0,0.9903465202078224,0.8860072270035744,0.0667905493308387,0.0667905493308387,0.0667905493308387,0.917997181415558,0.917997181415558
17,0.8673630356788635,0.8670730218291283,0.9562218934297562,0.919506101838983,1.0,1.0,0.8451888114213943,0.9824480284005404,0.0467126175038678,0.0467126175038678,0.0467126175038678,0.8193901181221008,0.8193901181221008
18,0.8574792742729187,0.8067912682890892,0.9191453158855438,0.9274390463085688,1.0,1.0,0.0084057450294494,0.9986699890578166,0.0020362386299068,0.0020362386299068,0.0020362386299068,0.857695996761322,0.857695996761322
19,0.9029891192913057,0.8757670849561692,0.962482899427414,0.9322496399308062,1.0,1.0,0.9569246545433998,0.9529476091265678,0.0101810866512812,0.0101810866512812,0.0101810866512812,0.642933189868927,0.642933189868927
20,0.8452454209327698,0.8352495953440666,0.9372666478157043,0.9164657971338892,1.0,1.0,0.0725444555282592,0.9794281553477048,0.0289244525640786,0.0289244525640786,0.0289244525640786,0.973016321659088,0.973016321659088
21,0.8282904028892517,0.8162918587525685,0.9356476366519928,0.9141850440568176,1.0,1.0,0.9558699652552604,0.9825019687414168,0.0116442770033305,0.0116442770033305,0.0116442770033305,0.8486568331718445,0.8486568331718445
22,0.818716287612915,0.8066547885537148,0.9254124760627748,0.9260995356392686,1.0,1.0,0.9630251191556454,0.9965679040178655,0.0062227544236327,0.0062227544236327,0.0062227544236327,0.9328487515449524,0.9328487515449524
23,0.8788144886493683,0.8476410359144211,0.9313077330589294,0.9346850622583308,1.0,1.0,0.2009742856025695,0.9975673754233868,0.0032603144068343,0.0032603144068343,0.0032603144068343,0.9370050430297852,0.9370050430297852
24,0.818938222196367,0.828361345662011,0.9305888712406158,0.924284104123173,-2.9802322387695312e-08,0.0,0.1089376211166381,0.004323661327362,0.0002314177170648,0.0194180097108774,2.2759174455986055e-05,0.5995959697498215,0.0875059887766838
25,0.90023984760046,0.9097468964755536,0.9350468218326567,0.949979093339708,0.0240576565265655,0.0424564629793167,0.1255679130554199,0.0148497223854064,0.0023029468116403,0.0496917473710802,0.0006235556181537,0.8275402784347534,0.7138136625289917
26,0.7685870081186295,0.7967221364378929,0.9493288695812224,0.9157907830344306,0.0634882450103759,0.1704329997301101,0.5123336613178253,0.5577994883060455,0.0072405863745186,0.0289404974037202,0.0012329775657481,0.6058862507343292,0.550889790058136
27,0.9418478906154631,0.8889878143866856,0.9771671295166016,0.925612376349974,1.0,1.0,0.9452270865440368,0.9933610716834664,0.0139583684241726,0.0139583684241726,0.0139583684241726,0.8624340295791626,0.8624340295791626
28,0.9205796321233114,0.8988688621256087,0.9722239673137664,0.94578917795106,0.0403258800506591,0.0876909047365188,0.0034111738204956,0.6354524791240692,8.58548933678943e-05,0.0082384972792981,5.064184635754183e-06,0.755439559618632,0.511121392250061
29,0.8938136994838715,0.8779664983352025,0.9568422734737396,0.9416072961873792,1.0,1.0,0.0102378726005554,0.9991216890630312,0.0022511266746283,0.0022511266746283,0.0022511266746283,0.4362838268280029,0.4362838268280029
30,0.896062970161438,0.8768587708473206,0.9692996442317964,0.9317082604681556,1.0,1.0,0.6776118576526642,0.9948379560373724,0.0041499115639743,0.0041499115639743,0.0041499115639743,0.9239556193351746,0.9239556193351746
31,0.8505781094233195,0.8515445304413636,0.96584814786911,0.9272347335752688,0.0470408333672417,0.0909699499607086,0.091288149356842,0.234496533870697,9.886741985319976e-05,0.0089194070032496,5.848741890378865e-06,0.8740458289782206,0.7306270003318787
32,0.7900848388671875,0.7711999341845512,0.8915699124336243,0.915728641558953,1.0,1.0,0.8213582038879395,0.989301685243845,0.0079943669545713,0.0079943669545713,0.0079943669545713,0.7630296945571899,0.7630296945571899
33,0.9188955426216124,0.8793716629346211,0.9573584049940108,0.9300397840028728,1.0,1.0,0.4217782020568847,0.983009584248066,0.0169881752410261,0.0169881752410261,0.0169881752410261,0.9328390955924988,0.9328390955924988
34,0.9243651032447816,0.885014034807682,0.9558582454919816,0.9253220993933192,1.0,1.0,0.7999047935009003,0.99853074492421,0.0054823152334544,0.0054823152334544,0.0054823152334544,0.976978600025177,0.976978600025177
35,0.9207043051719666,0.8821796476840973,0.9220037460327148,0.9331921286567466,1.0,1.0,0.9803636465221643,0.9988356860121712,0.0038429449780753,0.0038429449780753,0.0038429449780753,0.9855764508247375,0.9855764508247375
36,0.8636963963508606,0.8636963963508606,0.9318481534719468,0.8840244347738435,1.0,1.0,0.7402661442756653,0.9948999248445034,0.0732983023499936,0.0732983023499936,0.0732983023499936,0.9505857229232788,0.9505857229232788
37,0.9379102885723114,0.9036731511354448,0.9724582731723784,0.9478120102396712,1.0,1.0,0.9175890162587166,0.9817533865571022,0.0555189415736653,0.0555189415736653,0.0555189415736653,0.9906704425811768,0.9906704425811768
38,0.8141247183084488,0.8205804750323296,0.9543528854846954,0.9319166413375308,0.0532993122935294,0.076399028301239,0.8254129439592361,0.5902117192745209,0.0024344388226034,0.0163418874459133,0.001141783086738,0.6934335492551327,0.1736405342817306
39,0.8198132961988449,0.8296016901731491,0.9318181425333024,0.9067226776054929,0.0335254702303144,0.0325459092855453,0.0109829902648925,0.9992215648526326,0.0038411388922887,0.0210120395682837,0.0030096712796962,0.7064068168401718,0.4408745467662811
40,0.9344465136528016,0.8877900391817093,0.9592832773923874,0.9311536264034784,1.0,1.0,0.9197159335017204,0.9821367226541042,0.0158498061787737,0.0158498061787737,0.0158498061787737,0.9464182257652284,0.9464182257652284
41,0.8644438982009888,0.8430293550093968,0.9452641308307648,0.9447786465985962,1.0,1.0,0.9803306870162488,0.9979085233062506,0.0213780862351274,0.0213780862351274,0.0213780862351274,0.6957166790962219,0.6957166790962219
42,0.9500253796577454,0.8972103794415791,0.976040780544281,0.9320570416325727,1.0,1.0,0.940726701170206,0.9902170896530152,0.0098752518475991,0.0098752518475991,0.0098752518475991,0.8402345776557922,0.8402345776557922
43,0.7685870379209518,0.7931037272016208,0.944641649723053,0.9137415240208308,0.0634882450103759,0.1704329997301101,0.3611202836036682,0.5577994883060455,0.0072405863745186,0.0289404974037202,0.0012329775657481,0.6058862507343292,0.550889790058136
44,0.9138071835041046,0.8769454658031464,0.958408460021019,0.910791057498927,1.0,1.0,0.4695101976394653,0.9892330383881928,0.0103855149700053,0.0103855149700053,0.0103855149700053,0.9788313508033752,0.9788313508033752
45,0.8247266709804535,0.8137668631970882,0.9151365160942078,0.920115759542493,1.0,1.0,0.5354717969894409,0.9832162149250508,0.030902830674537,0.030902830674537,0.030902830674537,0.9841141700744628,0.9841141700744628
46,0.9038071483373642,0.8830977246165276,0.9530465006828308,0.9513287989298502,0.0483475774526596,0.0255477726459503,0.0661708116531372,0.0187431573867797,0.008001217707404,0.0311734271958975,0.0041266465923238,0.8330042883753777,0.4396243393421173
47,0.8808469772338867,0.8527829150358837,0.9548114240169524,0.918309381420046,1.0,1.0,0.0492720603942871,0.9948554090224206,0.0111348821972447,0.0111348821972447,0.0111348821972447,0.9502538442611694,0.9502538442611694
48,0.8913436830043793,0.8856390217940013,0.9421725273132324,0.9549663927297638,1.0,1.0,0.9537723250687122,0.9995760836463888,0.0010002431205733,0.0010002431205733,0.0010002431205733,0.6868467926979065,0.6868467926979065
49,0.8504522293806076,0.8298409755031269,0.9074418544769288,0.9331146279970804,0.0655945638815561,0.0405125617980957,0.9972957724239676,0.9991608514101245,0.0093913938629712,0.0303636900827861,0.0086868409704873,0.993717074394226,0.9935395121574402
50,0.9506114423274994,0.9141527563333512,0.9798640310764312,0.9353539194414374,1.0,1.0,0.8328613042831421,0.9870863668620586,0.0104119387989646,0.0104119387989646,0.0104119387989646,0.5434413552284241,0.5434413552284241
51,0.930942803621292,0.8732257150113583,0.9524599015712738,0.9160520550725952,1.0,1.0,0.202419102191925,0.990063295699656,0.0084012955385281,0.0084012955385281,0.0084012955385281,0.9438721537590028,0.9438721537590028
52,0.8248587846755981,0.8260554596781731,0.9367878884077072,0.9371783062815666,0.1616587936878204,0.1246375888586044,0.84721240401268,0.9022008031606674,0.0004896166080222,0.0165196967738778,3.935494110696751e-05,0.7652373015880585,0.606417715549469
53,0.964202493429184,0.9282353967428209,0.9812622666358948,0.947259142549572,1.0,1.0,0.9531278870999812,0.9950758996419607,0.0100786081426014,0.0100786081426014,0.0100786081426014,0.9623918533325196,0.9623918533325196
54,0.8755294680595398,0.8717396259307861,0.9493074119091034,0.9515923412742968,1.0,1.0,0.5729856491088867,0.9987029243493452,0.0010028229423719,0.0010028229423719,0.0010028229423719,0.6770778298377991,0.6770778298377991
55,0.8731533288955688,0.8607570429642994,0.9283981174230576,0.9196982034286076,1.0,1.0,0.62895867228508,0.9985925173386933,0.000541672883756,0.000541672883756,0.000541672883756,0.62263423204422,0.62263423204422
56,0.9014784097671508,0.8670600106318791,0.945447400212288,0.9240984657595374,1.0,1.0,0.832004651427269,0.9965955854859204,0.0079195539745781,0.0079195539745781,0.0079195539745781,0.93551367521286,0.93551367521286
57,0.847657322883606,0.8054603710770607,0.9259524792432784,0.9247156412673464,1.0,1.0,0.2002869844436645,0.9935380667448044,0.0047458245328852,0.0047458245328852,0.0047458245328852,0.797042965888977,0.797042965888977
58,0.8816430568695068,0.8675414274136226,0.9384069442749025,0.9271370595421864,1.0,1.0,0.9886903204023838,0.9925416787154973,0.0062471691731904,0.0062471691731904,0.0062471691731904,0.6023979783058167,0.6023979783058167
59,0.9036029577255248,0.8776160269975662,0.9646514505147934,0.9252745798314675,1.0,1.0,0.8969393521547318,0.9726276732981204,0.0838911823716188,0.0838911823716188,0.0838911823716188,0.9771863222122192,0.9771863222122192
